NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_(mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg)
06076,"SOUP,BEEF BROTH,CUBED,DRY",3.3,170,17.3,4,59.3,16.1,0,14.51,60,2.23,50,225,403,24000,0.21,0,0.386,27.6,0,0.2,0.24,3.3,0.3,0.2,32,0,32,32,113.4,1,1,0,0,0,0,0,0,0,0,0,0,0,1.99,1.67,0.16,4
06080,"SOUP,CHICK BROTH OR BOUILLON,DRY",2.27,267,16.66,13.88,49.18,18.01,0,17.36,187,1.03,56,166,309,23875,0.09,0,0.15,28,1.1,0.1,0.43,2.46,0.6,0.1,32,0,32,32,114.6,0.3,2,0,0,0,0,0,0,0,0.46,0,0,0,3.43,5.36,4.48,13
06081,"SOUP,CHICK BROTH CUBES,DRY",2.5,198,14.6,4.7,54.7,23.5,0,0,190,1.87,56,191,374,24000,0.2,0,0.377,27.9,1,0.19,0.38,3.9,0.6,0.1,32,0,32,32,,0.3,2,0,0,0,0,0,0,0,0.09,,,0,1.2,1.92,1.62,13
06082,"CAMPBELL'S RED & WHITE,CHICK NOODLEO'S SOUP,COND",83,71,2.38,1.98,0.73,11.9,0.8,1.59,,0.57,,,429,381,,,,,0,,,,,,,,,,,,397,,,,,,,,,,,,0.794,0.794,0.397,16
06084,"CAMPBELL'S RED & WHITE,CHICK VEG SOUP,COND",83.2,63,2.38,0.79,1.72,11.9,1.6,2.38,16,0.29,,,127,706,,,,,0,,,,,,,,,,,,1984,,,,,,,,,,,,0.397,0,0,4
06091,"CAMPBELL'S RED & WHITE,BF BROTH,COND",94.9,12,2.42,0,1.87,0.81,0,0.81,0,0,,,32,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
06094,"SOUP,ONION,DRY,MIX",3.79,293,7.48,0.34,23.31,65.07,6.6,4.65,143,1.25,60,211,721,8031,1.12,0.353,0.665,5,3.4,0.279,0.274,1.472,0.854,0.582,0,0,0,0,28.4,0,15,1,0,0,9,0,0,27,0.13,0,0,1.4,0.089,0.067,0.164,0
06097,"CAMPBELLS RED & WHITE,BF CONSOMME,COND",93.5,16,3.23,0,2.4,0.81,0,0.81,0,0,,,32,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
06101,"SOUP,CRM OF VEG,DRY,PDR",2.9,446,8,24.1,12.9,52.1,3,17.51,134,2.6,48,228,408,4957,1.6,0.4,0.8,20.7,16.6,5.18,0.45,2.2,0.7,0.1,30,0,30,30,58,0.5,11996,600,0,2820,5620,334,2,920,2.41,0,0,32.9,6.03,10.73,6.29,2
06112,"SAUCE,TERIYAKI,RTS",67.69,89,5.93,0.02,10.43,15.56,0.1,14.1,25,1.7,61,154,225,3833,0.1,0.1,0,1.1,0,0.03,0.07,1.27,0.2,0.1,8,0,8,8,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06114,"GRAVY,AU JUS,CANNED",94.5,16,1.2,0.2,1.6,2.5,0,,4,0.6,2,30,81,478,1,0.1,0.2,0.4,1,0.02,0.06,0.9,0.02,0.01,2,0,2,2,,0.1,0,0,0,,,,,,,,,,0.1,0.08,0.01,0
06115,"GRAVY,AU JUS,DRY",2.74,313,9.2,9.63,30.94,47.49,,,140,9.3,56,153,279,11588,0.7,0.12,0.268,6.2,1,0.472,0.324,4.087,0.157,0.174,81,0,81,81,,0.32,10,0,0,,,,,,,,,,2.026,4.683,0.23,4
06116,"GRAVY,BF,CND,RTS",87.48,53,3.75,2.36,1.6,4.81,0.4,0.21,6,0.7,2,30,81,560,1,0.1,0.2,1,0,0.032,0.036,0.66,0.02,0.01,2,0,2,2,6.3,0.1,3,1,1,0,0,0,0,1,0.02,0,0,0.1,1.153,0.962,0.08,3
06117,"CAMPBELL'S RED & WHITE,BEAN W/ BACON SOUP,COND",70.2,125,6.25,2.34,1.4,19.53,6.3,3.13,47,1.41,,,375,672,,,,,2.8,,,,,,,,,,,,391,,,,,,,,,,,,1.172,0.781,0.391,4
06118,"GRAVY,BROWN,DRY",5,367,10.74,9.61,15.27,59.38,2,,132,1.72,34,203,262,4843,1.11,0.19,0.412,6.1,0.3,0.18,0.39,3.7,0.1,0.1,31,17,14,43,,0.7,27,8,8,,,,,,,,,,3.319,4.452,0.405,3
06119,"GRVY, CHCKN, CNND BTTLD, RTS",90.3,48,0.71,2.62,1.08,5.29,0.1,0.3,10,0.09,3,20,42,389,0.08,0.019,0.015,0.4,0,0.024,0.053,0.285,0.143,0.025,2,0,2,2,3.7,0,3,1,1,0,0,0,0,1,0.1,0,0,0.6,0.639,1.027,0.407,5
06120,"GRAVY,CHICKEN,DRY",3.85,381,11.27,9.73,13.06,62.09,,,146,1.33,40,249,404,4152,1.39,0.112,0.219,5.2,0.6,0.249,0.634,4.018,1.286,0.202,125,16,109,136,,0.48,308,38,27,,,,,,,,,,2.92,4.648,1.877,19
06121,"GRAVY,MUSHROOM,CANNED",89,50,1.26,2.71,1.56,5.47,0.4,,7,0.66,2,15,106,570,0.7,0.1,0.3,1.9,0,0.033,0.063,0.671,1.1,0.02,12,0,12,12,,0,0,0,0,,,,,,,,,,0.4,1.17,1.02,0
06122,"GRAVY,MUSHROOM,DRY,PDR",3.34,328,10,4,18,64.66,4.8,3.26,230,1,34,203,262,6580,1.54,0.535,0.4,5.3,7,0.2,0.4,3.7,0.1,0.1,31,17,14,43,24.4,0.7,1,0,0,0,1,0,0,9,0.15,0,0,0.2,2.36,1.31,0.14,3
06123,"GRAVY,ONION,DRY,MIX",4.36,322,9,3,16,67.64,6,,280,1,34,203,262,4186,0.88,0.17,0.4,6.1,7,0.2,0.4,3.7,0.1,0.1,31,17,14,43,,0.7,0,0,0,,,,,,,,,,1.86,0.9,0.14,2
06124,"GRAVY,PORK,DRY,PDR",4.43,367,8.78,8.63,14.59,63.57,2.4,24.73,139,3.94,34,188,235,5356,1.06,0.154,0.311,6.1,1.4,0.16,0.283,2.27,0.326,0.086,31,15,16,42,24.1,0.51,117,34,34,0,2,0,0,10,0.26,0,0,0.4,4.29,3.881,0.454,10
06125,"GRAVY,TURKEY,CND,RTS",88.6,51,2.6,2.1,1.6,5.1,0.4,0.21,4,0.7,2,29,109,577,0.8,0.1,0.2,0.6,0,0.02,0.08,1.3,0.02,0.01,2,0,2,2,2.9,0.1,0,0,0,0,0,0,0,1,0.05,0,0,0,0.62,0.9,0.49,2
06126,"GRAVY,TURKEY,DRY",4.67,367,10.42,7.19,12.61,65.12,,,146,3.29,44,254,428,4392,1.26,0.133,0.219,5.2,0.2,0.211,0.45,2.77,1.012,0.204,82,16,66,93,,0.58,35,8,7,,,,,,,,,,1.975,2.575,2.196,14
06127,"GRAVY,UNSPEC TYPE,DRY",4,344,13,8,17,58,,,150,1,45,203,262,5730,1.4,0.1,0.4,6.1,7,0.2,0.432,3.7,0.1,0.1,31,17,14,43,,0.7,0,0,0,,,,,,,,,,2.86,3.15,1.62,4
06128,"SOUP,CHICK NOODLE,DRY,MIX",4.94,377,15.42,6.51,10.8,62.32,3.2,1.9,55,2.44,38,195,306,3643,1.65,0.286,0.468,32.4,0,0.575,0.381,4.88,0.895,0.236,71,62,9,115,61.7,0.75,44,8,8,4,9,1,0,43,0.33,0,0,0.1,1.969,2.268,1.398,74
06142,"SAUCE,SOFRITO,PREP FROM RECIPE",59.66,237,12.8,18.2,3.88,5.46,1.7,,20,0.94,25,139,401,1145,1.41,0.165,0.191,,20.4,0.284,0.212,2.918,0.597,0.364,43,0,43,43,,,,,,,,,,,,,,,,,,
06143,"USDA COMMODITY,SPAGHETTI SAU,MEATLESS,CND",87.1,48,1.2,0.9,2.1,8.7,,4.7,20,0.9,13,25,292,590,0.21,,,,3.9,0.03,0.12,0.73,,0.06,,,,,,0,335,17,0,,,,,,,,,,0.162,0.21,0.51,0
06145,"CAMPBELL'S RED & WHITE,BF NOODLE SOUP,COND",85.2,56,3.17,1.59,3.69,6.35,0.8,0.79,0,0.57,,,63,651,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0.397,0.397,0.794,8
06146,"CAMPBELL'S RED & WHITE,BF W/ VEG & BARLEY SOUP,COND",80.6,71,3.97,1.19,2.34,11.9,2.4,1.59,0,0.57,,,119,706,,,,,0,,,,,,,,,,,,992,,,,,,,,,,,,0.794,0.397,0,8
06147,"SOUP,BF MUSHROOM,CND,COND",85.5,61,4.6,2.4,2.3,5.2,0.2,,4,0.7,7,29,126,709,1.1,0.2,0.3,,0,0.02,0.06,0.9,0.19,0.04,7,0,7,7,,0.16,0,0,0,,,,,,,,,,1.2,1,0.1,5
06149,"SOUP,CHICK MUSHROOM,CND,COND",80.4,100,1.61,4.84,1.2,11.95,3.2,0.79,23,0.7,7,22,56,669,0.8,0.04,0.1,2.9,0,0.02,0.09,1.3,0.2,0.04,2,0,2,2,11,0.05,33,9,8,0,3,0,0,1,0.64,0,0,1.1,1.246,2.125,1.226,8
06150,"SAUCE,BARBECUE",54.71,172,0.82,0.63,3.07,40.77,0.9,33.24,33,0.64,13,20,232,1027,0.17,0.072,0.126,1.3,0.6,0.023,0.056,0.597,0.164,0.075,2,0,2,2,7.1,0,224,11,0,0,133,2,4550,88,0.8,0,0,1.8,0.045,0.082,0.101,0
06151,"SAUCE,PLUM,READY-TO-SERVE",53.71,184,0.89,1.04,1.56,42.81,0.7,,12,1.43,12,22,259,538,0.19,0.078,0.114,0.4,0.5,0.018,0.084,1.014,0.059,0.078,6,0,6,6,,0,43,2,0,0,26,0,,,,,,,0.153,0.24,0.588,0
06152,"SAUCE,PIZZA,CND,RTS",86.71,54,2.18,1.15,1.3,8.66,2,3.78,54,0.9,21,50,354,348,0.25,0.137,0.221,,11.3,0.061,0.053,1.421,0.374,0.136,10,,10,,,0.02,667,,,,,,,,,,,,0.46,0.461,0.099,0
06158,"SOUP,TOMATO BISQUE,CND,COND",75.32,96,1.76,1.95,2.49,18.47,0.8,,31,0.64,7,47,325,698,0.46,0.1,0.2,,4.6,0.051,0.055,0.894,0.1,0.07,12,0,12,12,,0,562,32,4,,,,,,,,,,0.42,0.53,0.87,4
06159,"SOUP,TOMATO,CND,COND",80.79,66,1.46,0.44,2.09,15.22,1.1,8.23,13,0.59,14,31,562,377,0.18,0.05,0.138,3,12.9,0.042,0.015,0.858,,0.086,0,0,0,0,12.8,0,392,20,0,0,235,0,10920,90,0.34,0,0,3.2,0.115,0.136,0.157,0
06164,"SAUCE,SALSA,RTS",89.28,29,1.52,0.17,2.39,6.64,1.9,4.01,30,0.42,15,33,275,711,0.18,0.066,0.112,0.9,1.9,0.033,0.032,1.091,0.199,0.172,4,0,4,4,12.8,0,461,23,0,0,276,0,6063,204,1.28,0,0,4.3,0.021,0.018,0.078,0
06165,"SAUCE,HOMEMADE,WHITE,THIN",80.66,105,3.77,6.73,1.45,7.4,0.1,4.78,126,0.21,15,101,163,328,0.42,0.013,0.024,3.3,0.8,0.055,0.184,0.261,0.339,0.041,9,4,5,12,14.1,0.3,262,73,72,0,13,0,0,1,0.17,1.2,49,0.6,2.152,2.67,1.586,8
06166,"SAUCE,HOMEMADE,WHITE,MED",74.89,147,3.84,10.63,1.47,9.17,0.2,4.38,118,0.33,14,98,156,354,0.41,0.016,0.043,4.1,0.8,0.069,0.185,0.402,0.326,0.04,8,3,5,10,14.2,0.28,377,104,103,0,21,0,0,1,0.29,1.2,48,0.9,2.854,4.42,2.862,7
06167,"SAUCE,HOMEMADE,WHITE,THICK",69.1,186,3.99,13.83,1.47,11.61,0.3,3.98,111,0.5,14,96,149,373,0.4,0.021,0.067,5.2,0.7,0.088,0.19,0.589,0.315,0.038,11,5,6,15,14.3,0.26,469,130,127,0,27,0,0,2,0.38,1.2,47,1.2,3.416,5.851,3.914,6
06168,"SAUCE,RTS,PEPPER OR HOT",89.98,11,0.51,0.37,7.39,1.75,0.3,1.26,8,0.48,5,11,144,2643,0.11,0.028,0.049,0,74.8,0.036,0.082,0.254,0.11,0.157,6,0,6,6,,0,162,8,0,6,91,7,0,121,0.12,,,2.4,0.052,0.03,0.196,0
06169,"SAUCE,RTS,PEPPER,TABASCO",95.17,12,1.29,0.76,1.98,0.8,0.6,0.13,12,1.16,12,23,128,633,0.16,0.075,0.107,0.5,4.5,0.032,0.084,0.178,0.11,0.154,1,1,0,2,0,0,1640,82,0,62,919,68,0,10,0.01,0,0,0.2,0.106,0.061,0.401,0
06170,"SOUP,STOCK,BEEF,HOME-PREPARED",95.89,13,1.97,0.09,0.7,1.2,0,0.54,8,0.27,7,31,185,198,0.17,0.05,,1.2,0,0.033,0.091,0.872,,0.055,2,0,2,2,4.8,0,0,0,0,0,0,0,0,1,0.01,0,0,0.1,0.035,0.043,0.005,0
06172,"SOUP,STOCK,CHICK,HOME-PREPARED",92.15,36,2.52,1.2,0.63,3.53,0,1.58,3,0.21,4,27,105,143,0.14,0.054,,2.2,0.2,0.035,0.085,1.584,,0.061,5,0,5,5,9.2,0,3,1,1,0,0,0,0,1,0.03,0,0,0.2,0.321,0.582,0.213,3
06174,"SOUP,STOCK,FISH,HOME-PREPARED",96.6,16,2.26,0.81,0.74,0,0,0,3,0.01,7,56,144,156,0.06,0.058,0.052,1,0.1,0.033,0.076,1.186,0.329,0.037,2,0,2,2,7,0.69,6,2,2,0,0,0,0,0,0.17,0,0,0,0.203,0.236,0.138,1
06175,"SAUCE,HOISIN,RTS",44.23,220,3.31,3.39,4.98,44.08,2.8,27.26,32,1.01,24,38,119,1615,0.32,0.128,0.254,1.8,0.4,0.004,0.217,1.17,0.068,0.062,23,0,23,23,8,0,6,0,0,0,4,0,0,45,0.28,0,0,0.5,0.568,0.963,1.698,3
06176,"SAUCE,OYSTER,RTS",80,51,1.35,0.25,7.49,10.92,0.3,0,32,0.18,4,22,54,2733,0.09,0.147,0.053,4.4,0.1,0.01,0.124,1.474,0.016,0.016,15,0,15,15,3.5,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.073,0.066,0
06177,"SOUP,MINESTRONE,CND,RED NA,RTS",87.3,50,2,0.8,1.26,9,2.4,2.13,20,0.72,13,34,186,215,0.32,0.083,,2.1,5.7,0.06,0.04,0.64,,0.06,16,1,14,17,6.6,0,665,33,0,99,349,0,6359,90,0.7,0,0,5.8,0.14,0.28,0.25,0
06178,"USDA COMMODITY,SALSA",89.7,36,1.5,0.2,1.6,7,1.4,,12,2.24,16,30,270,430,0.17,0.096,,0.4,4,0.05,0.03,1.08,,0.149,19,0,19,19,,0,550,28,0,,,,,,,,,,0.029,0.016,0.107,0
06179,"SAUCE,FISH,READY-TO-SERVE",71.07,35,5.06,0.01,20.22,3.64,0,3.64,43,0.78,175,7,288,7851,0.2,0.05,0.233,9.1,0.5,0.012,0.057,2.313,0.118,0.396,51,0,51,51,13.2,0.48,12,4,4,0,0,0,0,0,0,0,0,0,0.003,0.002,0.003,0
06180,"SOUP,SHARK FIN,REST-PREP",90.13,46,3.2,2,0.87,3.8,0,,10,0.94,7,21,53,501,0.82,0.108,0.024,,0.1,0.027,0.039,0.493,0.13,0.026,9,0,9,9,,0.19,0,0,0,,,,,,,,,,0.501,0.583,0.341,2
06182,"SOUP,CRM OF MUSHROOM,CND,COND,RED NA",87.26,52,1.21,1.69,1.69,8.1,0.6,2.13,13,0.48,5,51,374,383,0.36,0.22,0.059,1.8,0,0.042,0.192,0.17,,0.04,10,2,8,11,9.7,0.02,8,2,2,0,0,0,0,0,0.16,0,0,0.4,0.53,0.44,0.56,3
06183,"SOUP,CHICK BROTH,LESS/REDUCED NA,READY TO SERVE",97.32,7,1.36,0,0.89,0.38,0,0.22,8,0.26,1,18,85,231,0.08,0.035,0.062,0,0.4,0.002,0.014,0.686,0.012,0.006,3,0,3,3,3.1,0.06,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
06188,"SOUP,BF BROTH,LESS/REDUCED NA,READY TO SERVE",98.01,6,1.14,0.07,0.58,0.2,0,0.2,3,0.04,1,9,20,225,0.24,0.009,0.005,0,0,0.016,0.073,0.41,0.065,0.075,2,0,2,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.026,0.005,0
06189,"SAUCE,TERIYAKI,RTS,RED NA",69.7,89,5.93,0.02,8.4,15.58,0.1,14.1,25,1.7,61,154,225,1778,0.1,0.1,,0.8,0,0.03,0.07,1.27,,0.1,8,0,8,8,19.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06190,"SOUP,BEAN&HAM,CND,RED NA,PREP W/H2O OR RTS",79.91,81,4.19,1.03,1.21,13.66,4,3.17,38,1.02,19,13,158,187,0.53,0.082,0.228,4.3,1.1,0.056,0.029,0.324,0.128,0.046,29,0,29,29,18,0.03,702,35,0,145,349,0,915,36,0.39,0,0,5.1,0.252,0.415,0.269,2
06192,"SPLIT PEA SOUP,CND,RED NA,PREP W/ H2O OR READY-TO SERVE",82.4,71,3.85,0.92,1,11.83,1.9,5.06,17,0.77,14,54,183,166,0.4,0.11,0.2,0.3,0,0.07,0.029,0.457,0.237,0.073,20,0,20,20,18.2,0.01,552,28,0,35,313,1,7,1286,0.2,0,0,36.1,0.3,0.37,0.168,2
06193,"SPLIT PEA W/ HAM SOUP,CND,RED NA,PREP W/ H2O OR RTS",82.8,68,4,0.7,1,11.4,1.9,1.57,16,0.7,14,54,204,196,0.49,0.1,0.198,0.3,1,0.083,0.038,0.695,0.25,0.048,29,0,29,29,22.3,0.03,415,21,0,90,201,5,0,18,0.06,0,0,2.6,0.294,0.282,0.135,3
06194,"SOUP,CHICK BROTH,RTS",97.81,6,0.64,0.21,0.9,0.44,0,0.43,4,0.07,1,4,18,371,0.07,0.015,0.015,0.4,0,0.021,0.059,0.219,0,0,0,0,0,0,1,0.02,2,0,0,0,1,0,0,0,0.04,0,0,0,0.013,0.019,0.009,2
06195,"CAMPBELL'S,HEALTHY REQUEST,CRM OF CHICK SOUP,COND",87.3,50,3,1.5,1,7.5,0.4,0.8,8,0.2,6,31,590,347,0.07,,,,0.2,,,,,,,,,,,,571,,,,,,,,,,,,0.4,0.4,0.6,4
06201,"SOUP,CRM OF ASPARAGUS,CND,PREP W/ EQ VOLUME MILK",86,65,2.55,3.3,1.55,6.61,0.3,,70,0.35,8,62,145,420,0.37,0.056,0.153,,1.6,0.041,0.111,0.355,0.21,0.026,12,0,12,12,,0.2,242,25,16,,,,,,,,,,1.34,0.84,0.9,9
06208,"SOUP,CHICK VEG W/POTATO&CHS,CHUNKY,RTS",87.9,65,1.16,4.46,1.31,5.2,0.3,0.64,15,0.16,5,19,73,416,0.16,0.04,,3.7,4,0.015,0.017,0.346,,0.042,9,0,9,9,12,0.02,375,19,0,77,186,0,54,33,0.06,0,0,2.3,1.636,1.605,0.974,7
06209,"CAMPBELL'S,98% FAT FREE CRM OF BROCCOLI SOUP,COND",86.6,56,1.61,1.61,2.11,8.06,1.6,0.81,16,0,,,,565,,,,,0,,,,,,,,,,,,81,,,,,,,,,,,,0.403,,,4
06210,"SOUP,CRM OF CELERY,CND,PREP W/ EQ VOLUME MILK",86.46,66,2.29,3.91,1.49,5.86,0.3,,75,0.28,9,61,125,272,0.08,0.062,0.102,1.9,0.6,0.03,0.1,0.176,0.61,0.026,3,0,3,3,,0.2,186,,,,,,,,,,,,1.59,0.99,1.07,13
06211,"SOUP,CHS,CND,PREP W/ EQ VOLUME MILK",82.44,92,3.77,5.8,1.52,6.47,0.4,,115,0.32,8,100,136,406,0.27,0.056,0.103,2.8,0.5,0.025,0.133,0.2,0.19,0.031,4,0,4,4,,0.17,495,143,142,,,,,,,,,,3.63,1.63,0.18,19
06212,"CAMPBELL'S,25% LESS NA CHICK NOODLE SOUP,COND",87.8,49,2.9,1.29,1.7,6.3,0.8,0.6,12,0.6,9,35,66,446,0.2,,,,0,,,,,,,,,,,,176,,,,,,,,,,,,0.4,0.6,0.3,12
06213,"CAMPBELL'S RED&WHITE,25% LESS NA TOMATO SOUP,COND",80.6,73,1.61,0,1.66,16.13,0.8,9.68,0,0.29,,,290,387,,,,,4.8,,,,,,,,,,,,403,,,,,,,,,,,,0,,0,
06214,"CAMPBELL'S,25% LESS NA CRM OF MUSHROOM SOUP,COND",84.2,89,1.61,6.45,1.3,6.45,1.6,0.81,0,0,,,105,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.806,2.419,3.226,4
06215,"CAMPBELL'S,98% FAT FREE BROCCOLI CHS SOUP,COND",86.6,56,1.61,1.21,1,9.68,0.8,2.42,32,0,,,573,387,8.47,,,,0,,,,,,,,,,,,806,,,,,,,,,,,,0.806,0,0,4
06216,"SOUP,CRM OF CHICK,CND,PREP W/ EQ VOLUME MILK",84.83,77,3.01,4.62,1.51,6.04,0.1,,73,0.27,7,61,110,362,0.27,0.056,0.153,,0.5,0.03,0.104,0.372,0.23,0.027,3,0,3,3,,0.22,288,,,,,,,,,,,,1.87,1.8,0.66,11
06217,"SOUP,VEG,CND,LO NA,COND",82.79,65,2.2,0.9,2,12.11,2.1,4.31,20,0.66,25,45,433,385,0.4,0.232,0.25,4,0.8,0.109,0.092,1.54,0.346,0.167,12,1,12,13,9,0,1721,86,0,314,875,2,13848,45,1.43,0,0,4.2,0.147,0.203,0.403,0
06218,"CAMPBELL'S,98% FAT FREE CRM OF CELERY SOUP,COND",85.9,56,0.81,2.42,3.62,7.26,1.6,0.81,16,,,,484,387,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,0.806,0.403,1.21,4
06219,"CAMPBELL'S,98% FAT FREE CRM OF CHICK SOUP,COND",87.09,55,1.8,2.02,1.63,7.46,0.4,0.5,11,0.23,6,23,33,575,0.17,,,,0.2,,,,,,,,,,,,415,,,,,,,,,,,,0.56,0.57,0.76,4
06220,"PREGO PASTA,CHNKY GRD MSHRM & GRN PPPR ITAL SAU,RTS",82.5,69,1.54,2.31,3.2,10,2.3,7.69,15,0.55,,,308,362,,,,,2.8,,,,,,,,,,,,385,,,,,,,,,,,,0,,,0
06221,"PREGO PASTA,CHUNKY GARDEN MUSHROOM ITALIAN SAU,RTS",78.8,69,1.54,2.31,7.35,10,2.3,7.69,0,0.55,,,354,354,,,,,1.8,,,,,,,,,,,,385,,,,,,,,,,,,0.385,0.385,1.154,0
06222,"PREGO PASTA,DICED ONION & GARLIC ITAL SAU,RTS",79.7,92,1.54,3.46,1.45,13.85,2.3,9.23,31,0.55,,,338,369,,,,,0.9,,,,,,,,,,,,577,,,,,,,,,,,,1.154,,,0
06223,"PREGO PASTA,FLAV W/ MEAT ITAL SAU,RTS",83.5,62,1.54,1.92,2.7,10,2.3,7.69,15,0.83,,,277,369,,,,,1.8,,,,,,,,,,,,385,,,,,,,,,,,,0.385,,,4
06224,"PREGO PASTA,FRSH MUSHROOM ITAL SAU,RTS",84,54,1.54,1.15,3.02,10,2.3,8.46,15,0.55,,,269,369,,,,,1.8,,,,,,,,,,,,385,,,,,,,,,,,,0.769,,,0
06225,"PREGO PASTA,GARLIC SUPREME ITAL SAU,RTS",80.6,85,1.54,3.08,1.71,13.08,2.3,10,31,0.83,,,315,408,,,,,0.9,,,,,,,,,,,,385,,,,,,,,,,,,1.154,,,0
06226,"PREGO PASTA,ITAL SAUSGE & GARLIC ITAL SAU,RTS",82.5,72,2.4,2.4,2.2,10.4,2.4,8,16,0.58,,,312,384,,,,,1,,,,,,,,,,,,400,,,,,,,,,,,,0.8,,,4
06228,"PREGO PASTA,MINI MEATBALL ITAL SAU,RTS",82,77,3.08,2.31,2.82,10,2.3,7.69,15,0.83,,,277,369,,,,,1.8,,,,,,,,,,,,385,,,,,,,,,,,,0.769,,,4
06229,"PREGO PASTA,MUSHRM & GRLIC ITAL SAU,RTS",84,62,1.54,1.92,2.38,10,2.3,7.69,15,0.55,,,331,362,,,,,0.9,,,,,,,,,,,,385,,,,,,,,,,,,0,,,0
06230,"SOUP,CLAM CHOWDER,NEW ENG,CND,PREP W/ EQ VLM LOFAT (2%) MILK",85.49,61,3.24,2.02,1.79,7.46,0.3,2.81,70,1.21,12,173,179,273,0.43,0.118,0.087,4.4,2.1,0.081,0.176,0.794,0.296,0.07,9,0,9,9,11.8,4.84,127,37,37,0,2,0,0,1,0.22,0.6,25,0.5,1.094,0.268,0.513,7
06231,"PREGO PASTA,MUSHRM & PARMESAN ITALIAN SAU,RTS",76.6,104,2.4,2.8,0.6,17.6,2.4,10.4,48,0.86,,,376,384,,,,,1,,,,,,,,,,,,600,,,,,,,,,,,,1.2,,,4
06232,"PREGO PASTA,ORGANIC MUSHROOM ITALIAN SAU,RTS",84.5,72,1.6,2.4,1.5,10.4,3.2,7.2,16,0.58,,,360,376,,,,,3.8,,,,,,,,,,,,600,,,,,,,,,,,,0.4,,,0
06233,"PREGO PASTA,ORGNIC TOMATO & BASIL ITAL SAU,RTS",83,72,1.6,2.4,2.5,10.4,3.2,7.2,32,0.58,,,320,376,,,,,4.8,,,,,,,,,,,,600,,,,,,,,,,,,0.385,,,0
06234,"PREGO PASTA,HEART SMRT- RICOTTA PMESAN ITLN SAU,RTS",83,72,2.4,2,2,10.4,2.4,8,48,0.58,,,328,288,,,,,1.9,,,,,,,,,,,,400,,,,,,,,,,,,0.8,,,4
06235,"PREGO PASTA,RSTD GARLIC & HERB ITAL SAU,RTS",83.5,69,1.54,2.31,2.5,10,2.3,6.92,15,0.55,,,308,354,,,,,1.8,,,,,,,,,,,,577,,,,,,,,,,,,0,,,0
06236,"PREGO PASTA,RSTD GARLIC PARMESAN ITAL SAU,RTS",83.7,77,2.31,0.77,2.9,10,2.3,7.69,31,0.55,,,308,369,,,,,0.9,,,,,,,,,,,,577,,,,,,,,,,,,0.385,,,4
06237,"PREGO PASTA,H ST- RSTD RED PR GRLIC ITLIAN SAU,RTS",83.5,56,1.6,1.2,2.9,10.4,2.4,7.2,16,0.58,,,328,288,,,,,1.9,,,,,,,,,,,,800,,,,,,,,,,,,0,,,0
06239,"PREGO PASTA,TOMATO,BASIL & GARLIC ITAL SAU,RTS",83.5,64,1.6,2,2.9,9.6,2.4,7.2,16,0.58,,,320,336,,,,,1,,,,,,,,,,,,400,,,,,,,,,,,,0,,,0
06240,"PREGO PASTA,ZESTY MUSHROOM ITALIAN SAU,RTS",80.2,85,1.54,2.69,1.72,13.85,2.3,9.23,15,0.28,,,354,408,,,,,0,,,,,,,,,,,,385,,,,,,,,,,,,0.769,,,0
06241,"CAMPBELL'S,CHNKY MICRO BOWLS,BF W/ CONTRY VEG,RTS",85.3,61,4.08,1.22,0.82,8.57,2,1.22,8,0.29,,,,367,,,,,0.5,,,,,,,,,,,,2041,,,,,,,,,,,,0.612,,,8
06242,"CAMPBELL'S CHUNKY MICROWAVABLE BWLS,CHCK DMPLINGS SOUP",84.7,78,3.27,3.67,1.01,7.35,1.2,0.82,8,0,,,,363,,,,,0,,,,,,,,,,,,1020,,,,,,,,,,,,0.816,,,10
